question,answer
"Köşedeki çiçekçi Sandra, Fred'in siparişi eksik teslim etmesinden dolayı çok mutsuzdur. Sandra, beyaz karanfillerin dört katı kadar kırmızı gül sipariş etmişti. Ayrıca beyaz karanfillerin beş katı olan 200 adet pembe calla lilyum sipariş etmişti. Sandra, eksik kırmızı güllerin akşam 5'e kadar teslim edilmemesi halinde tedarikçilerini değiştirmekle tehdit etti. Sandra'nın işini kaybetmemesi için Fred saat 17:00'ye kadar kaç kırmızı gül teslim etmelidir?","Sandra, pembe calla lilyum sayısının (200 adet) beyaz karanfillerin beş katı olduğunu belirtmiş. Bu durumda:

200 = 5 * Beyaz Karanfil
Beyaz Karanfil = 200 / 5 = 40 adet

Sandra'nın sipariş ettiği kırmızı gül sayısı, beyaz karanfillerin dört katı kadardır:

Kırmızı Gül = 4 * 40 = 160 adet

Dolayısıyla, Sandra'nın işini kaybetmemesi için Fred, akşam 17:00'ye kadar 160 adet kırmızı gül teslim etmelidir."
Flynn hafta içi her gece 30 dakika televizyon izliyor.  Hafta sonları ise toplamda 2 saat daha televizyon izliyor.  Flynn 52 haftada kaç saat televizyon izliyor?,"Flynn hafta içi her gün 30 dakika televizyon izlediğine göre, hafta içi toplamda 5 gün x 30 dakika = 150 dakika, yani 2.5 saat televizyon izler. Hafta sonları ise toplamda 2 saat televizyon izliyor.

Bir hafta içerisinde izlediği toplam süre:
Hafta içi: 2.5 saat
+ Hafta sonu: 2 saat
= 4.5 saat

52 hafta boyunca izlediği toplam süre:
52 hafta x 4.5 saat = 234 saat

Flynn, 52 haftada toplam 234 saat televizyon izler."
"Olivia Facebook'a 72 resim yükledi.  Aynı sayıda resmi 8 albüme yerleştirdi.  Albümlerden 3'ü sadece özçekimlerden, 2'si ise portrelerden oluşuyordu.  Kaç tane portre ve özçekim fotoğrafı vardı?",Her albümde 72 / 8 = 9 resim vardır. 3 albüm özçekimlerden oluştuğuna göre 3 * 9 = 27 özçekim fotoğrafı vardır. 2 albüm portrelerden oluştuğuna göre 2 * 9 = 18 portre fotoğrafı vardır.
"Josh oğlu için 3 ft uzunluğunda, 3 ft genişliğinde kare bir kum havuzu inşa etmek istiyor.  Kumu 3 metrekarelik torbalar halinde torbası 4,00 dolara satın alabilir.  Kum havuzunu doldurmak ona ne kadara mal olacak?","Kum havuzunun yüzey alanı 3 ft x 3 ft = 9 ft²'dir. 1 torba kum 3 ft²'yi kapladığına göre, havuzu doldurmak için 9 ft² ÷ 3 ft²/torba = 3 torba kum gerekir.

Her bir torba 4,00 dolar olduğuna göre, toplam maliyet 3 torba x 4,00 dolar/torba = 12,00 dolar olacaktır."
Meryem'in 6 kuzusu vardı ve kuzuların 2'si 2'şer yavru doğurdu.  Bir keçi karşılığında 3 kuzuyu takas etti.  Bir sabah uyandığında tarlada fazladan 7 kuzu buldu.  Meryem'in kaç kuzusu var?,"Meryem'in başlangıçta 6 kuzusu vardı. Kuzuların 2'si 2'şer yavru doğurdu, bu da 4 yeni kuzu demek (2 x 2 = 4). O zaman toplamda 10 kuzu oldu (6 + 4 = 10).

Meryem bir keçi karşılığında 3 kuzuyu takas etti, yani 7 kuzusu kaldı (10 - 3 = 7).

Bir sabah uyandığında tarlada fazladan 7 kuzu buldu, bu da onu 14 kuzusunun olduğunu gösterir (7 + 7 = 14).

Sonuç olarak, Meryem'in 14 kuzusu var."
"Jill 20 ayak ve el tırnağını boyuyor. Tırnaklarının 6'sını mora, 8'ini maviye ve geri kalanını da çizgiliye boyuyor. Mavi boyalı tırnakların yüzdesi ile çizgili boyalı tırnakların yüzdesi arasındaki fark yüzde kaçtır?","Mavi boyalı tırnakların yüzdesi \( \frac{8}{20} \times 100 = 40\%\).

Çizgili boyalı tırnakların sayısı \( 20 - 6 - 8 = 6 \) olur. Yüzdesi de \( \frac{6}{20} \times 100 = 30\%\).

Mavi boyalı tırnakların yüzdesi ile çizgili boyalı tırnakların yüzdesi arasındaki fark \( 40\% - 30\% = 10\%\)."
"Laura bir araba yıkamaya ev sahipliği yapıyor. Bir araba için 5 dolar, bir kamyon için 6 dolar ve bir SUV için 7 dolar ücret alacak. Toplamda 100 dolar topladılar. Eğer 5 SUV ve 5 kamyon yıkadılarsa, kaç araba yıkamışlardır?","Eğer 5 SUV ve 5 kamyon yıkadılarsa, toplamda:

5 SUV × 7 dolar = 35 dolar
5 kamyon × 6 dolar = 30 dolar

Şimdiye kadar toplanan para: 35 dolar + 30 dolar = 65 dolar

Toplamda 100 dolar topladıklarını biliyoruz, bu yüzden eksik miktar:

100 dolar - 65 dolar = 35 dolar

Bu paranın arabalarla toplanması gerekiyor ve bir arabanın yıkama ücreti 5 dolar:

35 dolar / 5 dolar = 7 araba

Dolayısıyla, 7 araba yıkamışlardır."
Tina yeni bilgisayarı için para kazanmak amacıyla el yapımı kartpostallar satıyor. Bir günde 30 tane kartpostal yapabiliyor. Satılan her kartpostal için Tina 5 dolar alıyor. 6 gün boyunca her gün yaptığı tüm kartpostalları satmayı başardıysa Tina ne kadar para kazanmıştır?,"Tina, günde 30 kartpostal yapıyor ve 6 gün boyunca her gün yaptığı tüm kartpostalları satıyor. Yani toplamda 30 kartpostal/gün × 6 gün = 180 kartpostal yapmış ve satmıştır. Her kartpostal için 5 dolar aldığından, toplam kazancı 180 kartpostal × 5 dolar/kartpostal = 900 dolar olacaktır."
"A ve B şirketleri birleşir. A şirketi yeni birleşme kapsamında birleşik kârın %60'ını, B şirketi ise kârın %40'ını alır. B şirketi toplam 60000$ kâr elde ederse, A şirketi ne kadar kâr elde eder?","A şirketi, toplam kârın %60'ını alır ve B şirketi toplam 60000$ kâr elde ediyorsa, bu toplam kârın %40'ına karşılık gelir.

Toplam kârı hesaplamak için:
60000$ / 0.40 = 150000$

A şirketinin alacağı kâr:
150000$ * 0.60 = 90000$

Bu durumda, A şirketi 90000$ kâr elde eder."
"Ortaokul basketbol takımına girme şansı, 66 inç olduğunuzda %10'dan başlar ve boyunuzdaki her bir inçlik artış için %10 artar. Devin 65 inç boyunda başlıyor, sonra 3 inç uzuyor. Basketbol takımına girme şansı nedir?","Devin 65 inçten 3 inç uzayarak 68 inç boyuna ulaşıyor. 66 inç olduğunda %10 ihtimalle başlamış oluyor. Bu durumda hesaplamalar şu şekilde olur:

- 66 inç: %10
- 67 inç: %20
- 68 inç: %30

Devin'in basketbol takımına girme şansı %30'dur."
"Marina'nın 4,5 pound şekerlemesi vardı. Lazlo'nun 4 pound şekerlemeden 6 ons daha az şekerlemesi vardı. Marina'nın Lazlo'dan kaç ons daha fazla şekerlemesi vardı?","1 pound 16 ons olduğuna göre:

Marina'nın şekerlemesi: 4.5 pound = 4.5 × 16 = 72 ons.

Lazlo'nun şekerlemesi: 4 pound - 6 ons = 4 × 16 - 6 = 64 - 6 = 58 ons.

Marina'nın Lazlo'dan kaç ons daha fazla şekerlemesi olduğunu bulmak için: 72 - 58 = 14 ons.

Marina'nın Lazlo'dan 14 ons daha fazla şekerlemesi vardı."
"Jenna ve annesi elma çiftliklerinden biraz elma topladılar. Jenna annesinin yarısı kadar elma topladı. Annesi 20 elma aldıysa, her ikisi de kaç elma toplamıştır?","Annesi 20 elma topladıysa, Jenna yarısı kadar elma topladığı için 10 elma toplar. İkisi birlikte 20 + 10 = 30 elma toplamıştır."
"Wickham büyük bir Noel partisi düzenliyor. 30 kişiyi davet eder. Herkes partiye katılır ve konukların yarısı bir artı bir (bir kişi daha) getirir. Misafirler için 3 çeşit yemek sunmayı planlıyor. Her yemek için yeni bir tabak kullanırsa, konukları için toplam kaç tabağa ihtiyacı vardır?","Toplam 30 kişi partiye katılır ve yarısı 1 kişiyi daha getirir, bu da 30 / 2 = 15 kişiye denk gelir. Dolayısıyla partiye toplam 30 + 15 = 45 kişi katılır. Her yemek için yeni bir tabak kullanılır ve 3 çeşit yemek sunulur, bu nedenle kişi başına 3 tabak gereklidir. Sonuç olarak, toplam 45 x 3 = 135 tabağa ihtiyaç vardır."
Lori'nin bir araba paylaşım şirketi var. Kiralanabilecek üç kırmızı ve iki beyaz araba var. Beyaz arabayı kiralamanın her dakikası 2 dolar ve kırmızı arabayı kiralamanın her dakikası 3 dolar. Tüm arabalar 3 saatliğine kiralanmıştır. Lori ne kadar para kazanmıştır?,"Lori'nin kazancı şöyle hesaplanır:

- Beyaz arabalar: 2 beyaz araba × 2 dolar/dakika × 180 dakika = 720 dolar
- Kırmızı arabalar: 3 kırmızı araba × 3 dolar/dakika × 180 dakika = 1620 dolar

Toplam kazanç: 720 + 1620 = 2340 dolar

Lori 2340 dolar kazanmıştır."
"Bir YouTube videosu 3000 beğeni ve 100'den fazla beğenmeme aldı. Video 1000 daha fazla beğenmeme ve 0 daha fazla beğeni alırsa, videonun kaç beğenmeme sayısı olur?","Videonun beğenmeme sayısı 100'den fazla olduğuna göre ve 1000 daha fazla beğenmeme alırsa, beğenmeme sayısı şu şekilde hesaplanır:

Başlangıç beğenmeme sayısı = 100+
Yeni beğenmeme sayısı = 100+ + 1000 = 1100+

Yani, video en az 1100 beğenmeme almış olur."
"Mark dört kişilik bir browni partisi yapıyor. Normal tarif 3 fincan un ve 1 fincan süt gerektirmektedir. Eğer un 2 fincanlık torbalarda ve süt 2 fincanlık şişelerde satılıyorsa, Mark'ın şişe sütten kaç tane daha fazla un torbası alması gerekir?","Normal tarif 4 kişiliktir, bu nedenle her kişiye düşen un ve süt miktarı:

Un: 3 fincan / 4 = 0.75 fincan
Süt: 1 fincan / 4 = 0.25 fincan

4 kişilik parti için:

Un: 3 fincan
Süt: 1 fincan

Mark’ın alması gereken miktarlar torbalara ve şişelere göre hesaplanırsa:

Un: 3 fincan / 2 fincan = 1.5 torba => 2 torba alması gerekir
Süt: 1 fincan / 2 fincan = 0.5 şişe => 1 şişe alması gerekir

Bu durumda, Mark'ın 2 un torbası ve 1 süt şişesi alması gerektiği için, 1 tane daha fazla un torbası alması gerekir."
"Dalton, Hunter ve Alex bir Süper Kahraman Hayran Kulübü kurdular. Bir yaz boyunca izleyebildikleri kadar çok Süper Kahraman filmi izlemek için bir hedef belirlediler. Dalton 7, Hunter 12 ve Alex 15 film izledi. Hep birlikte 2 film izlediler, ancak izledikleri diğer her film farklıydı. Kaç farklı film izlediler?","Dalton, Hunter ve Alex'in izlediği filmlerin toplam sayısını bulmamız gerekiyor.

1. Dalton'un izlediği filmler: 7
2. Hunter'ın izlediği filmler: 12
3. Alex'in izlediği filmler: 15
4. Hep birlikte izledikleri filmler: 2

Film sayısını hesaplarken, herkesin izlediği filmleri tek tek toplayıp, aynı filmi tekrar saymamak için hep birlikte izledikleri 2 filmi çıkaracağız.

\[ \text{Toplam film sayısı} = 7 + 12 + 15 - 2 \]

\[ \text{Toplam film sayısı} = 32 \]

Yani, toplamda 32 farklı film izlediler."
Hannah 3 sweatshirt ve 2 tişört satın aldı. Her bir sweatshirt 15$ ve her bir tişört 10$ tuttu. Hannah toplamda ne kadar para harcamıştır?,"Hannah toplamda 3 sweatshirt (3 x 15$) ve 2 tişört (2 x 10$) satın almıştır. Bu nedenle:

3 sweatshirt = 3 x 15$ = 45$
2 tişört = 2 x 10$ = 20$

Toplamda harcadığı para: 45$ + 20$ = 65$
Hannah toplamda 65$ harcamıştır."
"Albatros Alfie her gün 400 kilometre uçuyor.  Eğer dünyanın çevresi 40.000 kilometre ise, Alfie'nin dünyanın etrafındaki yolun yarısına eşit bir mesafeyi uçması kaç gün sürer?","20.000 kilometrelik mesafeyi uçması gerektiğine göre, Alfie'nin bu mesafeyi 400 kilometre/gün uçuş hızıyla tamamlaması 50 gün sürer."
"Dört atlet bir bayrak yarışına katıldı. Atlet 1 55 saniye koştu, atlet 2 atlet 1'den 10 saniye daha fazla koştu, atlet 3 atlet 2'den 15 saniye daha az koştu ve atlet 4 atlet 1'den 25 saniye daha az koşarak yarışı bitirdi. Bayrak yarışını bitirmeleri saniye cinsinden ne kadar sürmüştür?",Bayrak yarışını bitirmeleri toplamda 200 saniye sürmüştür.
"Goril Gunther, bir eğrelti otu dalının altına 48 muz saklamıştı.  Gunther bakmıyorken, şempanze Arnold yığındaki muzların yarısını çaldı.  Ertesi gün Gunther yığına 25 muz daha ekledi, ancak o akşam Arnold muzların 12'sini daha çaldı.  Üçüncü gün Gunther yığına 6 muz daha ekledi ve muzları saymaya başladı.  Gunther yığının içinde kaç muz olduğunu buldu?","İlk gün, Gunther 48 muz sakladıktan sonra, Arnold muzların yarısını çaldı, yani:
48 / 2 = 24 muz çalındı. Geriye kalan:
48 - 24 = 24 muz.

Ertesi gün, Gunther yığına 25 muz daha ekledi:
24 + 25 = 49 muz.

Arnold akşam 12 muz daha çaldı:
49 - 12 = 37 muz.

Üçüncü gün, Gunther yığına 6 muz daha ekledi:
37 + 6 = 43 muz.

Gunther yığındaki muzların sayısını 43 olarak bulur."
"Olivia ve Nigel Asya'da seyahat ediyorlar.  Olivia'nın 112 doları ve Nigel'ın 139 doları var. Birlikte bilet başına 28$'a bir turistik yere altı adet bir günlük giriş kartı alırlarsa, ne kadar paraları kalır?","Altı adet bir günlük giriş kartı, her biri 28$ olduğuna göre, toplam maliyet:
6 x 28$ = 168$

Oliviva ve Nigel'ın toplam parası:
112$ + 139$ = 251$

Giriş kartlarının maliyetinden sonra kalan para:
251$ - 168$ = 83$

Dolayısıyla, Olivia ve Nigel'ın birlikte 83 doları kalır."
"Amber 7 dolarını şekere mi yoksa cipse mi harcayacağına karar vermeye çalışıyor. En çok alabileceği şeyi almaya karar veriyor. Şeker poşetlerinin fiyatı 1 dolar ve her biri 12 ons içeriyor. Cips poşetleri 1,40 dolar ve her biri 17 ons içeriyor. Ona en çok veren ürünü satın alırsa kaç ons alır?","Amber en çok alabileceği şeyi alacaksa, her iki üründen de alabileceği maksimum ons miktarına bakmamız gerekiyor.

Şeker:
- Fiyat: 1 dolar
- Miktar: 12 ons
7 dolar ile 7 poşet alabilir:
7 poşet x 12 ons = 84 ons

Cips:
- Fiyat: 1,40 dolar
- Miktar: 17 ons
7 doları 1,40 dolara bölelim, 4 poşet alabilir (tam ALabileceği):
4 poşet x 17 ons = 68 ons

Amber, en çok şekerle 84 ons alabilir."
Pazartesi günü 2 inç yağmur yağdı ve Salı günü Pazartesi gününün toplamının iki katından 1 inç daha fazla yağmur yağması bekleniyor. Salı günü kaç inç yağmur yağacak?,"Salı günü 2 inç * 2 + 1 inç, yani 5 inç yağmur yağacak."
"Matt'in altı kedisi vardır ve bunların yarısı dişidir. Her dişi kedinin 7 yavrusu varsa ve Matt bunlardan 9'unu satarsa, kalan kedilerinin yüzde kaçı yavrudur (en yakın yüzdeye yuvarlayınız)?","Matt'in altı kedisinin yarısı dişi olduğuna göre, 3 dişi kedisi vardır. Her dişi kedinin 7 yavrusu varsa, toplamda 3 * 7 = 21 yavru olur. Başlangıçta 6 + 21 = 27 kedi vardır. Matt 9 yavru satarsa, geriye 21 - 9 = 12 yavru kalır. Böylece toplamda 6 + 12 = 18 kedi kalır. Bu 18 kedinin 12'si yavrudur. Yüzde hesaplamak için (12 / 18) * 100 ≈ 67%. Kalan kedilerin yaklaşık %67'si yavrudur."
"Bethany müzede portrelerden 4 kat daha fazla natürmort gördü. Toplam 80 resim gördüyse, kaç portre görmüştür?","Bethany'nin gördüğü portre sayısını bulmak için önce denklemi kurmamız gerekiyor.

Portre sayısına \( P \) diyelim. Natürmort sayısı portre sayısının 4 katı olduğuna göre \( 4P \) olacaktır. Toplamda 80 resim gördüğüne göre:

\[ P + 4P = 80 \]

Bu denklemi çözelim:

\[ 5P = 80 \]
\[ P = 16 \]

Bethany 16 portre görmüştür."
Bir kalede 300 kişiyi 90 gün boyunca beslemeye yetecek kadar erzak vardır. 30 gün sonra 100 kişi kaleyi terk ediyor. Tüm yiyecekler bitene kadar kaç gün daha kalmıştır?,"İlk durumda, 300 kişi için 90 gün boyunca yetecek kadar erzak vardır. Bu durumda, toplam erzak miktarı 300 x 90 = 27,000 kişi-gündür.

30 gün geçtikten sonra, 300 x 30 = 9,000 kişi-günlük erzak tüketilmiştir. Geriye 27,000 - 9,000 = 18,000 kişi-günlük erzak kalmıştır.

Bu noktada kalede 200 kişi kalmıştır. Geriye kalan 18,000 kişi-günlük erzak 200 kişiye kaç gün yetecektir:
18,000 ÷ 200 = 90 gün.

Bu yüzden, kaleyi terk edenlerin ardından tüm yiyecekler bitene kadar 90 gün daha kalmıştır."
"Mary ve iki arkadaşı hafta sonları oynamak için her gün misket toplama fikrini ortaya attılar. Pazartesiden cumaya kadar Mary, Jenny'nin topladığının iki katı kadar kırmızı bilye ve Mary'den 20 kırmızı bilye daha fazla toplayan Anie'nin topladığının yarısı kadar mavi bilye ve Jenny'nin topladığının iki katı kadar mavi bilye topladı. Jenny 30 kırmızı bilye ve 25 mavi bilye topladıysa, arkadaşların birlikte topladıkları toplam mavi bilye sayısı kaçtır?","Jenny'nin topladığı mavi bilye sayısı 25'tir. Mary, Jenny'nin topladığının iki katı kadar mavi bilye topladığı için Mary 50 mavi bilye toplamıştır. Anie'nin topladığı kırmızı bilye miktarı Mary'nin topladığından 20 fazla olduğu için, Anie'nin mavi bilye sayısı Mary'nin topladığı bilye sayısının yarısı kadar olacaktır. Mary'nin mavi bilyesi 50 olduğu için, Anie 25 mavi bilye toplamıştır.

Toplam mavi bilye miktarı:
Jenny: 25
Mary: 50
Anie: 25

25 + 50 + 25 = 100

Arkadaşların birlikte topladıkları toplam mavi bilye sayısı 100'dür."
"Yağmur mevsimi geldi, Jan evinin dışındaki bir fıçıda 65 galon su topladı. İki arabayı temizlemek için 7'şer galon su kullanıyor ve bitkileri sulamak için iki arabadan 11 galon daha az su kullanıyor. Daha sonra, kalan galon suyun yarısını tabakları ve çamaşırları yıkamak için kullanıyor. Jan tabaklarını ve kıyafetlerini yıkamak için kaç galon su kullanıyor?","Öncelikle, Jan iki arabayı temizlemek için toplamda 7 galon * 2 = 14 galon su kullanır.

Sonrasında, bitkileri sulamak için 14 galon + 11 galon = 25 galon su kullanır.

Bu iki işlemi tamamladıktan sonra Jan’ın elinde 65 galon - 14 galon - 25 galon = 26 galon su kalır.

Bu 26 galon suyun yarısını tabaklarını ve çamaşırlarını yıkamak için kullanır, yani 26 galon / 2 = 13 galon su kullanır.

Sonuç olarak, Jan tabaklarını ve kıyafetlerini yıkamak için 13 galon su kullanır."
"Georgie'nin büyükannesinin guacamole tarifini yapmak için 3 avokadoya ihtiyacı vardır. Zaten 5 avokadosu varsa ve kız kardeşi 4 avokado daha alırsa, Georgie kaç porsiyon guacamole yapabilir?","Georgie'nin toplam 9 avokadosu olur. Her 3 avokado bir porsiyon guacamole yapmak için yeterliyse, Georgie 3 porsiyon guacamole yapabilir."
Rachel 12 yaşında ve büyükbabası onun 7 katı yaşında. Annesi dedesinin yarısı yaşında ve babası annesinden 5 yaş büyük. Rachel 25 yaşına geldiğinde babası kaç yaşında olacak?,"Rachel 25 yaşına geldiğinde aradan 13 yıl geçmiş olacak (25 - 12 = 13).

Mevcut yaşların hesaplanması:
- Rachel şu anda 12 yaşında.
- Büyükbabası Rachel'in 7 katı yaşında, yani 12 * 7 = 84 yaşında.
- Annesi, büyükbabanın yarısı yaşında, yani 84 / 2 = 42 yaşında.
- Babası, annesinden 5 yaş büyük, yani 42 + 5 = 47 yaşında.

13 yıl sonra:
- Babası şu anda 47 yaşında, 13 yıl sonra 47 + 13 = 60 yaşında olacak.

Sonuçta, Rachel 25 yaşına geldiğinde babası 60 yaşında olacak."
Damien şişe kapaklarına dayalı bir para birimi yarattı ve arkadaşlarının da katılmasını sağladı.  Eve giderken günde 10 şişe kapağı buluyor ve her bir şişe kapağı 25 dolar değerinde.  Bir ayda 30 günde ne kadar para kazanıyor?,"Eve giderken günde 10 şişe kapağı bulan Damien, her bir şişe kapağı 25 dolar değerinde olduğunda günlük 10 * 25 = 250 dolar kazanır. Bir ayda 30 gün olduğuna göre, 30 * 250 = 7500 dolar kazanır."
